desciel,dh,dirvienc,dirvieng,dpt,dsem,hloc,hr,ides,idmun,lat,lon,nes,nhor,nmun,prec,probprec,raf,temp,velvien
Medio nublado,6,Este,106.07,15.18,Lunes,20230417T02,80.32,20,271,16.7781,-96.9573,Oaxaca,114,San Miguel Mixtepec, 0.00, 0.00, 4.92,16.67, 4.75
Cielo cubierto,6,Noreste,60.53,16.20,Lunes,20230417T02,98.26,20,276,17.9211,-96.7993,Oaxaca,114,San Miguel Santa Flor, 1.95, 0.00, 9.39,16.32, 6.24
Cielo cubierto,6,Noreste,62.45,15.06,Lunes,20230417T02,84.21,20,281,17.3940,-97.2680,Oaxaca,114,San Miguel Tecomatlán, 0.84,80.00,10.33,16.23, 8.15
Medio nublado,6,Noreste,60.86,14.72,Lunes,20230417T02,86.92,20,287,17.7512,-97.4415,Oaxaca,114,San Miguel Tulancingo, 0.71, 0.00,13.35,15.67,10.31
Cielo cubierto,6,Oeste,248.14,13.81,Lunes,20230417T02,97.98,20,288,17.3705,-96.3372,Oaxaca,114,San Miguel Yotao, 0.55, 0.00, 8.28,13.95, 5.41
Medio nublado,6,Sur,185.17,14.29,Lunes,20230417T02,87.43,20,293,17.1455,-96.7645,Oaxaca,114,San Pablo Etla, 0.27,80.00, 9.76,15.20, 8.20
Medio nublado,6,Sureste,141.90,24.35,Lunes,20230417T02,71.62,20,305,16.4903,-95.1599,Oaxaca,114,San Pedro Comitancillo, 0.31, 0.00,41.57,26.80,21.57
Medio nublado,6,Norte, 6.23,25.61,Lunes,20230417T02,71.82,20,308,16.2437,-95.1529,Oaxaca,114,San Pedro Huilotepec, 0.01, 0.00,49.35,28.06,33.81
Medio nublado,6,Suroeste,207.52,16.92,Lunes,20230417T02,77.00,20,315,16.7445,-96.7122,Oaxaca,114,San Pedro Mártir, 0.36, 0.00, 5.09,18.73, 4.87
Despejado,6,Oeste,273.57,15.40,Lunes,20230417T02,74.53,20,320,17.1046,-97.5411,Oaxaca,114,San Pedro Molinos, 0.04,95.00, 3.11,17.41, 3.04
Cielo cubierto,6,Noreste,65.21,18.44,Lunes,20230417T02,95.63,20,323,16.9554,-95.8468,Oaxaca,114,San Pedro Ocotepec, 0.15, 0.00,15.42,18.75, 7.83
Cielo nublado,6,Este,89.64,14.70,Lunes,20230417T02,80.00,20,331,17.3408,-97.3773,Oaxaca,114,San Pedro Tidaá, 0.48,80.00, 6.17,16.21, 5.29
Cielo nublado,6,Este,75.31,14.68,Lunes,20230417T02,82.96,20,332,17.4372,-97.3437,Oaxaca,114,San Pedro Topiltepec, 0.82,20.00, 9.35,15.95, 7.55
Medio nublado,6,Sureste,138.04,14.05,Lunes,20230417T02,89.32,20,338,17.2075,-96.8006,Oaxaca,114,Villa de Etla, 0.36,20.00,10.08,14.81, 8.16
Medio nublado,6,Sureste,114.33,14.95,Lunes,20230417T02,85.14,20,343,16.9947,-96.5889,Oaxaca,114,San Sebastián Abasolo, 0.18, 0.00, 9.01,16.04, 8.39
Despejado,6,Sureste,127.78,14.63,Lunes,20230417T02,73.84,20,346,17.5179,-97.6833,Oaxaca,114,San Sebastián Nicananduta, 0.28,80.00, 5.97,16.69, 5.65
Medio nublado,6,Sur,177.38,15.47,Lunes,20230417T02,82.33,20,349,16.9514,-96.6140,Oaxaca,114,San Sebastián Teitipac, 0.23,20.00, 7.83,16.80, 7.31
Medio nublado,6,Noreste,23.57,14.81,Lunes,20230417T02,88.19,20,356,16.9948,-96.4717,Oaxaca,114,Santa Ana del Valle, 0.20, 0.00,11.29,15.66, 9.65
Medio nublado,6,Noroeste,298.00,16.37,Lunes,20230417T02,78.31,20,360,16.8379,-96.7259,Oaxaca,114,Santa Ana Zegache, 0.22, 0.00, 6.48,18.05, 6.11
Medio nublado,6,Norte,341.61,14.70,Lunes,20230417T02,88.01,20,361,16.3222,-96.2659,Oaxaca,114,Santa Catalina Quierí, 0.38, 0.00, 6.22,15.56, 5.59
Cielo nublado,6,Noreste,44.77,16.39,Lunes,20230417T02,82.71,20,362,16.3044,-96.6447,Oaxaca,114,Santa Catarina Cuixtla, 0.07,20.00, 6.79,17.69, 6.61
Medio nublado,6,Sureste,118.30,16.76,Lunes,20230417T02,77.71,20,368,16.7792,-96.6155,Oaxaca,114,Santa Catarina Minas, 0.55, 0.00, 4.76,18.50, 4.59
Despejado,6,Noroeste,316.28,15.66,Lunes,20230417T02,73.39,20,371,17.0712,-97.5349,Oaxaca,114,Santa Catarina Ticuá, 0.02,95.00, 3.17,17.78, 3.03
Despejado,6,Sur,186.53,16.44,Lunes,20230417T02,70.94,20,372,17.0205,-97.6621,Oaxaca,114,Santa Catarina Yosonotú, 0.00,80.00, 4.19,18.81, 3.73
Cielo cubierto,6,Este,105.22,17.25,Lunes,20230417T02,95.23,20,374,18.1638,-96.8753,Oaxaca,114,Santa Cruz Acatepec, 0.39, 0.00, 8.40,17.59, 5.31
Cielo cubierto,6,Sur,178.44,17.70,Lunes,20230417T02,74.90,7,58,16.4371,-92.5853,Chiapas,114,Nicolás Ruíz, 0.00, 0.00, 4.69,19.71, 4.30
Medio nublado,6,Sur,160.01,17.34,Lunes,20230417T02,54.37,20,376,17.5814,-98.2240,Oaxaca,114,Santa Cruz de Bravo, 0.02, 0.00,10.84,21.60, 8.79
Medio nublado,6,Sureste,115.32,15.36,Lunes,20230417T02,83.28,20,380,16.9595,-96.5849,Oaxaca,114,Santa Cruz Papalutla, 0.27, 0.00, 7.95,16.61, 7.44
Medio nublado,6,Sureste,146.20,19.27,Lunes,20230417T02,53.50,20,381,17.8277,-98.1508,Oaxaca,114,Santa Cruz Tacache de Mina, 0.07, 0.00, 5.40,23.72, 5.10
Despejado,6,Sureste,137.59,16.52,Lunes,20230417T02,73.50,20,382,16.9189,-97.4922,Oaxaca,114,Santa Cruz Tacahua, 0.00,20.00, 5.06,18.64, 4.57
Poco nuboso,6,Norte,345.10,15.30,Lunes,20230417T02,81.40,20,385,17.0273,-96.7344,Oaxaca,114,Santa Cruz Xoxocotlán, 0.11,95.00, 8.30,16.70, 7.60
Medio nublado,6,Noroeste,310.68,16.52,Lunes,20230417T02,77.61,20,387,16.7866,-96.7972,Oaxaca,114,Santa Gertrudis, 0.16, 0.00, 6.05,18.27, 5.79
Poco nuboso,6,Suroeste,231.95,14.83,Lunes,20230417T02,84.21,20,390,17.0641,-96.6947,Oaxaca,114,Santa Lucía del Camino, 0.12,80.00, 9.09,15.99, 8.30
Poco nuboso,6,Oeste,252.99,14.77,Lunes,20230417T02,84.86,20,399,17.1029,-96.7793,Oaxaca,114,Santa María Atzompa, 0.23,95.00, 8.92,15.88, 7.76
Cielo cubierto,6,Noreste,58.44,14.78,Lunes,20230417T02,87.64,20,404,17.5252,-97.2835,Oaxaca,114,Santa María Chachoápam, 1.07, 0.00,13.08,15.67,10.03
Despejado,6,Sureste,120.24,14.36,Lunes,20230417T02,77.10,20,408,17.3518,-97.5938,Oaxaca,114,Santa María del Rosario, 0.18, 0.00, 4.00,16.12, 3.99
Medio nublado,6,Sureste,154.95,15.32,Lunes,20230417T02,76.36,20,430,17.1425,-97.3951,Oaxaca,114,Santa Marí Tataltepec, 0.16,40.00, 4.60,17.16, 4.41
Cielo cubierto,6,Noroeste,313.81,16.13,Lunes,20230417T02,98.35,20,432,17.3811,-96.1625,Oaxaca,114,Santa Marí Temaxcalapa, 0.59, 0.00,10.01,16.24, 5.35
Poco nuboso,6,Noreste,27.54,20.92,Lunes,20230417T02,78.06,20,433,16.1631,-97.1947,Oaxaca,114,Santa Marí Temaxcaltepec, 0.00,20.00, 3.90,22.68, 3.49
Cielo cubierto,6,Este,71.77,16.41,Lunes,20230417T02,98.34,20,438,17.9517,-96.7381,Oaxaca,114,Santa Marí Tlalixtac, 1.96, 0.00, 8.61,16.52, 5.68
Despejado,6,Oeste,267.29,15.42,Lunes,20230417T02,75.03,20,445,17.1202,-97.5148,Oaxaca,114,Santa Marí Yosoyúa, 0.06,95.00, 3.25,17.38, 3.23
Despejado,6,Este,104.30,16.87,Lunes,20230417T02,62.80,20,456,17.7202,-97.7405,Oaxaca,114,Santiago Cacaloxtepec, 0.28, 0.00, 6.00,20.10, 5.80
Cielo cubierto,6,Noroeste,319.63,15.19,Lunes,20230417T02,98.44,20,471,17.4180,-96.2486,Oaxaca,114,Santiago Lalopa, 0.62, 0.00, 7.64,15.30, 4.31
Cielo nublado,6,Este,85.61,14.53,Lunes,20230417T02,81.69,20,479,17.4203,-97.3726,Oaxaca,114,Santiago Nejapilla, 0.70,40.00, 7.87,15.90, 6.62
Cielo nublado,6,Noreste,56.62,15.03,Lunes,20230417T02,90.55,20,488,17.7826,-97.4015,Oaxaca,114,Santiago Tepetlapa, 0.75, 0.00,14.48,15.70,11.49
Cielo cubierto,6,Este,80.08,16.70,Lunes,20230417T02,94.12,20,490,18.2082,-96.9688,Oaxaca,114,Santiago Texcalcingo, 0.27, 0.00, 9.81,17.12, 6.22
Poco nuboso,6,Noreste,44.45,20.28,Lunes,20230417T02,80.30,20,497,16.2256,-97.2694,Oaxaca,114,Santiago Yaitepec, 0.00, 0.00, 3.82,21.83, 3.47
Cielo nublado,6,Sur,198.99,23.64,Lunes,20230417T02,77.42,20,508,16.5919,-95.1624,Oaxaca,114,Santo Domingo Chihuitán, 1.86, 0.00,46.19,25.50,21.88
Cielo nublado,6,Este,78.23,14.81,Lunes,20230417T02,81.68,20,518,17.4075,-97.3470,Oaxaca,114,Santo Domingo Tlatayápam, 0.70,80.00, 8.32,16.18, 6.80
Medio nublado,6,Este,110.24,14.44,Lunes,20230417T02,87.01,20,519,17.0604,-96.6244,Oaxaca,114,Santo Domingo Tomaltepec, 0.10, 0.00, 9.91,15.38, 9.11
Cielo nublado,6,Noreste,66.89,14.68,Lunes,20230417T02,87.16,20,521,17.6109,-97.3601,Oaxaca,114,Santo Domingo Tonaltepec, 1.00, 0.00,12.13,15.61, 9.67
Despejado,6,Sureste,113.53,15.46,Lunes,20230417T02,70.46,20,524,17.6169,-97.6830,Oaxaca,114,Santo Domingo Yodohino, 0.30,20.00, 7.26,17.86, 7.00
Cielo nublado,6,Este,102.09,16.83,Lunes,20230417T02,84.59,20,533,16.2720,-96.5858,Oaxaca,114,Santo Tomás Tamazulapan, 0.01, 0.00, 6.49,17.98, 6.34
Cielo cubierto,6,Noroeste,304.44,14.73,Lunes,20230417T02,98.44,20,541,17.3767,-96.3022,Oaxaca,114,Tanetze de Zaragoza, 0.65, 0.00, 6.97,14.84, 4.13
Poco nuboso,6,Noreste,66.62,14.71,Lunes,20230417T02,81.34,20,547,17.7263,-97.5367,Oaxaca,114,Teotongo, 0.50, 0.00,11.89,16.11, 8.98
Cielo nublado,6,Este,86.34,17.02,Lunes,20230417T02,82.53,21,13,18.3668,-97.2992,Puebla,114,Altepexi, 0.47, 0.00, 9.64,18.34, 7.86
Cielo cubierto,6,Noroeste,294.23,12.27,Lunes,20230417T02,95.90,21,14,20.0494,-97.7989,Puebla,114,Amixtlán, 0.10, 0.00, 2.95,12.55, 2.12
Cielo cubierto,6,Sureste,134.34, 7.81,Lunes,20230417T02,97.62,21,17,19.8399,-97.4593,Puebla,114,Atempan, 0.08, 0.00, 7.27, 7.96, 6.12
Cielo nublado,6,Noreste,58.58,13.89,Lunes,20230417T02,67.12,21,20,18.8226,-97.9137,Puebla,114,Atoyatempan, 0.07, 0.00,29.02,16.59,18.53
Cielo nublado,6,Este,68.47,18.10,Lunes,20230417T02,47.31,21,21,18.5448,-98.5543,Puebla,114,Atzala, 0.09, 0.00,27.15,23.39,13.10
Cielo cubierto,6,Noroeste,311.86,12.75,Lunes,20230417T02,95.45,21,28,20.0385,-97.7577,Puebla,114,Camocuautla, 0.10, 0.00, 2.64,13.06, 1.93
Poco nuboso,6,Noreste,31.55, 8.01,Lunes,20230417T02,69.24,21,34,19.1311,-98.3081,Puebla,114,Coronango, 0.00, 0.00,24.61,10.38,17.66
Cielo nublado,6,Noreste,60.41,15.94,Lunes,20230417T02,59.93,21,52,18.6456,-98.0756,Puebla,114,Chigmecatitlán, 0.16, 0.00,29.48,19.47,18.33
Cielo cubierto,6,Este,79.18,10.32,Lunes,20230417T02,92.87,21,63,18.8584,-97.3751,Puebla,114,Esperanza, 0.22, 0.00,12.46,10.80, 9.46
Cielo cubierto,6,Noroeste,298.54,12.81,Lunes,20230417T02,94.87,21,77,20.0257,-97.6987,Puebla,114,Hueytlalpan, 0.08,20.00, 2.73,13.16, 2.08
Cielo nublado,6,Noreste,65.04,14.01,Lunes,20230417T02,69.79,21,79,18.7694,-97.8808,Puebla,114,Huitziltepec, 0.06, 0.00,27.91,16.44,18.13
Cielo cubierto,6,Oeste,285.22,12.97,Lunes,20230417T02,94.29,21,84,20.0249,-97.6468,Puebla,114,Ixtepec, 0.06,80.00, 2.82,13.36, 2.23
Cielo cubierto,6,Oeste,258.59,13.18,Lunes,20230417T02,93.14,21,88,20.0304,-97.5749,Puebla,114,Jonotla, 0.03,95.00, 3.00,13.65, 2.54
Cielo cubierto,6,Noreste,50.30,15.30,Lunes,20230417T02,56.76,21,95,18.7585,-98.1007,Puebla,114,La Magdalena Tlatlauquitepec, 0.00, 0.00,30.40,19.19,19.05
Cielo nublado,6,Noreste,51.91, 9.86,Lunes,20230417T02,77.74,21,96,19.1193,-97.7035,Puebla,114,Mazapiltepec de Juárez, 0.03, 0.00,17.94,11.50,11.60
Cielo nublado,6,Noreste,56.81,12.48,Lunes,20230417T02,69.87,21,97,18.9030,-97.8953,Puebla,114,Mixtla, 0.07, 0.00,26.19,14.88,16.11
Cielo cubierto,6,Sur,202.14,10.82,Lunes,20230417T02,95.70,21,101,19.9590,-97.6031,Puebla,114,Nauzontla, 0.00,95.00, 4.24,11.11, 3.45
Poco nuboso,6,Noreste,36.69, 5.72,Lunes,20230417T02,69.85,21,102,19.0509,-98.4277,Puebla,114,Nealtican, 0.00, 0.00,24.17, 7.99,16.15
Despejado,6,Norte,358.30, 3.69,Lunes,20230417T02,84.90,21,122,19.2357,-98.4955,Puebla,114,San Felipe Teotlalcingo, 0.00, 0.00,15.10, 4.70, 9.60
Cielo cubierto,6,Oeste,286.27,13.14,Lunes,20230417T02,94.06,21,123,20.0913,-97.7962,Puebla,114,San Felipe Tepatlán, 0.09, 0.00, 3.01,13.55, 2.43
Medio nublado,6,Norte,16.12, 9.25,Lunes,20230417T02,63.69,21,125,19.0267,-98.3458,Puebla,114,San Gregorio Atzompa, 0.00, 0.00,23.20,12.20,16.57
Cielo cubierto,6,Noreste,50.87,15.09,Lunes,20230417T02,58.76,21,131,18.7461,-98.0243,Puebla,114,San Juan Atzompa, 0.12, 0.00,31.58,18.74,19.99
Cielo cubierto,6,Noreste,57.07,16.84,Lunes,20230417T02,48.96,21,133,18.6492,-98.3464,Puebla,114,San Martín Totoltepec, 0.07, 0.00,27.64,21.83,16.62
Poco nuboso,6,Suroeste,230.69, 5.09,Lunes,20230417T02,83.28,21,134,19.3244,-98.4982,Puebla,114,San Matías Tlalancaleca, 0.08, 0.00,15.64, 6.24,10.24
Cielo cubierto,6,Noreste,49.40,16.29,Lunes,20230417T02,98.40,7,91,17.2484,-93.0163,Chiapas,114,Tapilula, 0.50, 0.00, 3.60,16.40, 1.80
Medio nublado,6,Noreste,58.83,11.47,Lunes,20230417T02,74.94,21,144,18.9206,-97.7718,Puebla,114,San Salvador Huixcolotla, 0.05, 0.00,21.36,13.38,11.31
Cielo nublado,6,Noreste,64.34,16.73,Lunes,20230417T02,57.92,21,146,18.6143,-98.0799,Puebla,114,Santa Catarina Tlaltempan, 0.00, 0.00,27.96,20.53,17.62
Medio nublado,6,Norte,15.59, 8.22,Lunes,20230417T02,65.16,21,148,18.9946,-98.3792,Puebla,114,Santa Isabel Cholula, 0.10, 0.00,24.35,10.99,16.57
Cielo nublado,6,Noreste,56.92,12.30,Lunes,20230417T02,71.42,21,151,18.8911,-97.8672,Puebla,114,Santo Tomás Hueyotlipan, 0.05, 0.00,25.27,14.55,15.02
Cielo nublado,6,Noreste,58.70,14.83,Lunes,20230417T02,48.02,21,165,18.7356,-98.6291,Puebla,114,Tepemaxalco, 0.04, 0.00,28.59,19.88,13.92
Cielo nublado,6,Noreste,61.98,13.54,Lunes,20230417T02,69.72,21,171,18.8131,-97.8780,Puebla,114,Tepeyahualco de Cuauhtémoc, 0.05, 0.00,27.84,15.97,17.70
Cielo cubierto,6,Sur,161.10, 8.71,Lunes,20230417T02,96.75,21,173,19.8583,-97.4572,Puebla,114,Teteles de Avila Castillo, 0.00,20.00, 6.61, 8.92, 5.47
Poco nuboso,6,Noreste,66.34, 6.72,Lunes,20230417T02,71.20,21,181,19.1700,-98.3443,Puebla,114,Tlaltenango, 0.00, 0.00,23.72, 8.89,16.61
Cielo nublado,6,Noreste,57.70,13.19,Lunes,20230417T02,68.50,21,182,18.8654,-97.8874,Puebla,114,Tlanepantla, 0.07, 0.00,27.60,15.73,17.32
Cielo cubierto,6,Suroeste,237.42,14.38,Lunes,20230417T02,92.21,21,187,20.4237,-98.0287,Puebla,114,Tlaxco, 0.07,20.00, 4.19,14.93, 3.87
Cielo cubierto,6,Sur,187.87, 9.80,Lunes,20230417T02,95.88,21,204,19.8709,-97.4664,Puebla,114,Yaonáhuac, 0.05,80.00, 5.94,10.07, 4.83
Cielo cubierto,6,Norte,11.08, 6.92,Lunes,20230417T02,96.95,21,211,19.7714,-97.5556,Puebla,114,Zaragoza, 0.00, 0.00, 8.80, 7.12, 7.15
Cielo cubierto,6,Suroeste,236.60,10.94,Lunes,20230417T02,97.06,21,215,19.9786,-97.7267,Puebla,114,Zongozotla, 0.00, 0.00, 4.17,11.14, 3.20
Cielo cubierto,6,Este,105.53,11.91,Lunes,20230417T02,92.94,7,113,16.9178,-92.6882,Chiapas,114,Aldama, 0.00, 0.00, 4.74,12.39, 3.88
Medio nublado,6,Norte,22.11, 8.34,Lunes,20230417T02,77.15,29,2,19.3323,-98.1968,Tlaxcala,114,Apetatitlán de Antonio Carvajal, 0.00, 0.00,24.15,10.01,16.42
Cielo nublado,6,Noreste,29.96, 7.86,Lunes,20230417T02,79.25,29,9,19.3558,-98.1031,Tlaxcala,114,Cuaxomulco, 0.00, 0.00,20.49, 9.35,14.25
Medio nublado,6,Noreste,26.73, 7.57,Lunes,20230417T02,81.26,29,11,19.4760,-98.2089,Tlaxcala,114,Muñoz de Domingo Arenas, 0.00, 0.00,22.20, 8.90,15.34
Medio nublado,6,Noreste,28.88, 9.25,Lunes,20230417T02,73.57,29,17,19.1797,-98.1907,Tlaxcala,114,Mazatecochco de José María Morelos, 0.08, 0.00,22.42,11.25,15.58
Despejado,6,Sur,170.12, 6.08,Lunes,20230417T02,79.54,29,19,19.2675,-98.3820,Tlaxcala,114,Tepetitla de Lardizábal, 0.00, 0.00,21.52, 7.53,14.25
Despejado,6,Este,109.08, 6.85,Lunes,20230417T02,75.98,29,23,19.2345,-98.3152,Tlaxcala,114,Natívitas, 0.06, 0.00,24.65, 8.60,16.60
Medio nublado,6,Noreste,31.76, 9.64,Lunes,20230417T02,71.89,29,25,19.1197,-98.1704,Tlaxcala,114,San Pablo del Monte, 0.00, 0.00,22.44,11.79,15.88
Medio nublado,6,Noreste,26.03, 8.10,Lunes,20230417T02,78.20,29,26,19.3558,-98.1504,Tlaxcala,114,Santa Cruz Tlaxcala, 0.05, 0.00,22.32, 9.68,15.34
Medio nublado,6,Noreste,24.20, 9.62,Lunes,20230417T02,70.39,29,27,19.1478,-98.2025,Tlaxcala,114,Tenancingo, 0.08, 0.00,23.51,11.91,16.83
Poco nuboso,6,Norte,16.00, 8.52,Lunes,20230417T02,74.78,29,33,19.3166,-98.2376,Tlaxcala,114,Tlaxcala, 0.03, 0.00,27.23,10.40,18.37
Cielo cubierto,6,Noreste,34.23, 7.14,Lunes,20230417T02,82.49,29,35,19.3905,-98.0319,Tlaxcala,114,Tocatlán, 0.06, 0.00,19.07, 8.37,13.95
Poco nuboso,6,Norte,18.19, 8.58,Lunes,20230417T02,76.11,29,36,19.3256,-98.2584,Tlaxcala,114,Totolac, 0.02, 0.00,25.98,10.34,17.51
Cielo nublado,6,Noreste,30.19, 7.61,Lunes,20230417T02,80.70,29,38,19.3761,-98.0912,Tlaxcala,114,Tzompantepec, 0.05, 0.00,21.04, 8.98,14.87
Cielo nublado,6,Noreste,33.46, 7.26,Lunes,20230417T02,81.79,29,39,19.4042,-98.0488,Tlaxcala,114,Xaloztoc, 0.06, 0.00,19.80, 8.54,14.28
Medio nublado,6,Norte,22.39, 9.32,Lunes,20230417T02,72.28,29,41,19.1699,-98.2046,Tlaxcala,114,Papalotla de Xicohténcatl, 0.00, 0.00,24.18,11.43,16.89
Medio nublado,6,Noreste,23.65, 8.08,Lunes,20230417T02,78.52,29,43,19.4050,-98.1840,Tlaxcala,114,Yauhquemehcan, 0.00, 0.00,23.50, 9.64,16.06
Poco nuboso,6,Norte,15.90, 8.89,Lunes,20230417T02,71.00,29,44,19.2161,-98.2402,Tlaxcala,114,Zacatelco, 0.00, 0.00,25.93,11.11,18.20
Despejado,6,Norte,12.50, 8.52,Lunes,20230417T02,73.60,29,51,19.2417,-98.2626,Tlaxcala,114,San Jerónimo Zacualpan, 0.00, 0.00,29.20,10.50,19.70
Despejado,6,Noreste,24.90, 7.78,Lunes,20230417T02,80.10,29,55,19.4836,-98.2550,Tlaxcala,114,San Lucas Tecopilco, 0.01, 0.00,21.60, 9.20,14.30
Medio nublado,6,Norte,20.58, 9.00,Lunes,20230417T02,74.18,29,60,19.2681,-98.2136,Tlaxcala,114,Santa Isabel Xiloxoxtla, 0.00, 0.00,24.84,10.94,16.95
Cielo cubierto,6,Noroeste,308.04,14.43,Lunes,20230417T02,93.94,30,2,19.6969,-96.8422,Veracruz de Ignacio de la Llave,114,Acatlán, 0.00, 0.00,16.15,14.85, 9.51
Cielo cubierto,6,Oeste,276.73,19.79,Lunes,20230417T02,87.41,30,17,19.3204,-96.7186,Veracruz de Ignacio de la Llave,114,Apazapan, 0.00, 0.00, 5.92,20.74, 3.88
Cielo cubierto,6,Noreste,57.33,15.46,Lunes,20230417T02,94.49,30,19,18.5668,-97.1021,Veracruz de Ignacio de la Llave,114,Astacinga, 0.55, 0.00, 7.22,15.84, 4.93
Cielo cubierto,6,Noroeste,311.57,13.32,Lunes,20230417T02,93.74,30,26,19.5916,-96.9409,Veracruz de Ignacio de la Llave,114,Banderilla, 0.00, 0.00,12.20,13.75, 7.26
Cielo cubierto,6,Oeste,265.56,23.00,Lunes,20230417T02,77.37,30,28,19.1054,-96.1067,Veracruz de Ignacio de la Llave,114,Boca del Río, 0.00, 0.00,44.25,24.86,32.98
Cielo cubierto,6,Sur,188.70,22.70,Lunes,20230417T02,89.50,30,52,18.7735,-96.8692,Veracruz de Ignacio de la Llave,114,Cuichapa, 0.40, 0.00, 4.00,23.50, 3.10
Cielo cubierto,6,Oeste,264.70,16.18,Lunes,20230417T02,88.34,30,64,20.2075,-97.5946,Veracruz de Ignacio de la Llave,114,Chumatlán, 0.00, 0.00, 3.51,17.03, 3.41
Cielo cubierto,6,Oeste,272.86,15.69,Lunes,20230417T02,89.26,30,67,20.2002,-97.7037,Veracruz de Ignacio de la Llave,114,Filomeno Mata, 0.03, 0.00, 3.23,16.46, 3.17
Cielo cubierto,6,Oeste,267.37,17.56,Lunes,20230417T02,93.28,30,68,18.9037,-96.9993,Veracruz de Ignacio de la Llave,114,Fortín, 0.12, 0.00, 3.50,18.04, 3.36
Cielo cubierto,6,Sur,177.17,14.53,Lunes,20230417T02,94.51,30,74,18.8166,-97.1559,Veracruz de Ignacio de la Llave,114,Huiloapan de Cuauhtémoc, 0.20, 0.00, 7.71,14.91, 6.21
Cielo cubierto,6,Noroeste,306.66,14.04,Lunes,20230417T02,95.34,30,96,19.7352,-96.8516,Veracruz de Ignacio de la Llave,114,Landero y Coss, 0.00, 0.00,17.28,14.36,10.27
Cielo cubierto,6,Oeste,268.78,15.94,Lunes,20230417T02,88.80,30,103,20.2107,-97.6817,Veracruz de Ignacio de la Llave,114,Mecatlán, 0.00, 0.00, 3.37,16.75, 3.29
Cielo cubierto,6,Oeste,251.42,19.17,Lunes,20230417T02,92.03,30,113,18.8108,-96.9613,Veracruz de Ignacio de la Llave,114,Naranjal, 0.24, 0.00, 3.92,19.75, 3.37
Cielo cubierto,6,Sureste,147.13,24.38,Lunes,20230417T02,87.32,30,116,17.9282,-94.8969,Veracruz de Ignacio de la Llave,114,Oluta, 2.86, 0.00,33.49,25.37,20.00
Cielo cubierto,6,Suroeste,220.07,15.19,Lunes,20230417T02,94.17,30,118,18.8510,-97.0989,Veracruz de Ignacio de la Llave,114,Orizaba, 0.00, 0.00, 5.74,15.60, 4.88
Cielo cubierto,6,Oeste,263.24,16.73,Lunes,20230417T02,93.44,30,135,18.8105,-97.0734,Veracruz de Ignacio de la Llave,114,Rafael Delgado, 0.13, 0.00, 4.52,17.20, 3.92
Cielo cubierto,6,Sur,178.28,13.70,Lunes,20230417T02,94.65,30,138,18.8389,-97.1395,Veracruz de Ignacio de la Llave,114,Río Blanco, 0.00, 0.00, 7.22,14.07, 5.94
Cielo cubierto,6,Sur,201.14,15.80,Lunes,20230417T02,93.95,30,140,18.7887,-97.0932,Veracruz de Ignacio de la Llave,114,San Andrés Tenejapan, 0.23, 0.00, 6.40,16.23, 5.13
Cielo nublado,6,Oeste,252.90,18.57,Lunes,20230417T02,90.78,30,162,19.2486,-96.8849,Veracruz de Ignacio de la Llave,114,Tenampa, 0.09, 0.00, 4.12,19.24, 4.02
Cielo nublado,6,Oeste,273.32,16.40,Lunes,20230417T02,91.49,30,164,19.3863,-96.9722,Veracruz de Ignacio de la Llave,114,Teocelo, 0.00, 0.00, 6.53,17.01, 5.08
Cielo cubierto,6,Suroeste,234.28,20.05,Lunes,20230417T02,90.93,30,165,19.0673,-96.8420,Veracruz de Ignacio de la Llave,114,Tepatlaxco, 0.10, 0.00, 3.61,20.72, 3.49
Cielo cubierto,6,Este,103.74,15.94,Lunes,20230417T02,95.29,30,171,18.6206,-97.0387,Veracruz de Ignacio de la Llave,114,Texhuacán, 0.37, 0.00, 5.92,16.27, 4.02
Cielo cubierto,6,Noroeste,313.73,12.47,Lunes,20230417T02,94.21,30,182,19.5647,-96.9739,Veracruz de Ignacio de la Llave,114,Tlalnelhuayocan, 0.00, 0.00,10.56,12.87, 6.41
Cielo cubierto,6,Este,93.28,15.54,Lunes,20230417T02,94.35,30,184,18.6123,-97.1189,Veracruz de Ignacio de la Llave,114,Tlaquilpa, 0.46, 0.00, 7.01,15.94, 4.98
Cielo cubierto,6,Suroeste,220.20,15.64,Lunes,20230417T02,93.98,30,185,18.8057,-97.0991,Veracruz de Ignacio de la Llave,114,Tlilapan, 0.16, 0.00, 6.12,16.06, 5.07
Cielo cubierto,6,Noroeste,306.65,13.47,Lunes,20230417T02,96.05,30,187,19.6829,-96.9215,Veracruz de Ignacio de la Llave,114,Tonayán, 0.00, 0.00,16.10,13.74, 9.62
Cielo cubierto,6,Noroeste,315.59,22.70,Lunes,20230417T02,91.00,30,190,18.2390,-95.8947,Veracruz de Ignacio de la Llave,114,Tuxtilla, 1.72, 0.00,37.53,23.38,18.12
Cielo cubierto,6,Suroeste,226.22, 9.56,Lunes,20230417T02,97.29,30,194,19.6489,-97.2230,Veracruz de Ignacio de la Llave,114,Villa Aldama, 0.00, 0.00,10.36, 9.74, 7.70
Cielo cubierto,6,Norte,11.41,23.93,Lunes,20230417T02,88.38,30,199,17.9557,-94.6424,Veracruz de Ignacio de la Llave,114,Zaragoza, 1.37, 0.00,38.79,24.83,22.05
